,x,y
0,796.5806451612904,384.0096774193548
1,795.7419354838711,384.7935483870967
2,794.967741935484,385.59919354838706
3,794.2150537634409,386.42661290322576
4,793.483870967742,387.2322580645161
5,792.7741935483873,387.9943548387097
6,792.1290322580646,388.77822580645164
7,791.5268817204301,389.6274193548387
8,790.9677419354839,390.4766129032258
9,790.4516129032259,391.3475806451614
10,789.9354838709677,392.2185483870969
11,789.4838709677421,393.13306451612914
12,789.1182795698925,394.0693548387098
13,788.7741935483871,395.00564516129043
14,788.4731182795699,396.050806451613
15,788.215053763441,397.07419354838714
16,788.0000000000001,398.18467741935484
17,787.8494623655914,399.3169354838709
18,787.7419354838712,400.42741935483866
19,787.720430107527,401.51612903225805
20,787.698924731183,402.62661290322575
21,787.7849462365593,403.7588709677418
22,787.913978494624,404.891129032258
23,788.1505376344088,406.0016129032258
24,788.3655913978496,407.13387096774187
25,788.5806451612904,408.28790322580636
26,788.8172043010754,409.42016129032254
27,788.9892473118281,410.5959677419354
28,789.1397849462365,411.77177419354837
29,789.247311827957,412.96935483870965
30,789.3978494623656,414.16693548387093
31,789.5913978494624,415.4298387096774
32,789.7849462365591,416.7145161290323
33,790.0430107526881,417.9991935483871
34,790.3010752688173,419.30564516129033
35,790.6666666666666,420.61209677419356
36,791.010752688172,421.8967741935484
37,791.4408602150538,423.225
38,791.8709677419356,424.575
39,792.3440860215055,425.9467741935484
40,792.8817204301075,427.31854838709677
41,793.4408602150538,428.7120967741936
42,794.1075268817204,430.10564516129034
43,794.7956989247313,431.4991935483871
44,795.5483870967743,432.82741935483875
45,796.4086021505376,434.13387096774204
46,797.3763440860215,435.41854838709685
47,798.4086021505376,436.6814516129033
48,799.5268817204302,437.90080645161294
49,800.752688172043,439.1201612903226
50,802.0860215053764,440.29596774193556
51,803.505376344086,441.4935483870969
52,804.9677419354838,442.6475806451613
53,806.494623655914,443.77983870967745
54,808.0430107526882,444.93387096774194
55,809.6129032258066,446.1314516129032
56,811.225806451613,447.3290322580645
57,812.8387096774196,448.54838709677415
58,814.4301075268819,449.833064516129
59,816.0,451.1395161290323
60,817.483870967742,452.4895161290323
61,818.8817204301075,453.8830645161291
62,820.1720430107528,455.2983870967742
63,821.4623655913979,456.7354838709678
64,822.7741935483871,458.2596774193549
65,824.0215053763441,459.80564516129033
66,825.2473118279569,461.3733870967742
67,826.4731182795698,462.941129032258
68,827.7419354838709,464.50887096774187
69,828.9677419354838,466.09838709677416
70,830.2150537634408,467.64435483870966
71,831.5483870967741,469.2338709677419
72,833.3118279569892,470.91048387096765
73,835.0752688172041,472.54354838709673
74,836.7096774193548,474.17661290322576
75,838.2580645161289,475.76612903225805
76,839.7204301075268,477.29032258064507
77,841.3763440860214,478.9016129032258
78,842.301075268817,480.991935483871
79,843.2043010752686,483.0604838709677
80,844.2580645161288,484.97661290322577
81,845.5053763440859,486.8491935483871
82,846.6236559139783,488.7653225806451
83,847.5268817204299,490.8338709677419
84,848.7526881720429,492.70645161290315
85,849.6344086021504,494.775
86,850.494623655914,496.84354838709675
87,851.5913978494623,498.67258064516125
88,852.6881720430108,500.5233870967742
89,853.7634408602153,502.3524193548387
90,854.6666666666669,504.31209677419355
91,855.5483870967744,506.3806451612903
92,856.4946236559141,508.3620967741935
93,857.4838709677421,510.34354838709675
94,858.6236559139786,512.216129032258
95,859.698924731183,514.241129032258
96,860.7956989247314,516.1572580645161
97,861.978494623656,518.1604838709677
98,863.204301075269,520.0983870967742
99,864.4301075268818,521.949193548387
100,865.5913978494624,523.974193548387
101,866.8172043010753,525.9991935483869
102,868.1075268817206,528.0459677419354
103,869.4623655913981,530.0927419354838
104,870.8602150537637,532.1612903225807
105,872.3225806451616,534.2733870967743
106,873.7849462365594,536.3419354838711
107,876.0645161290324,538.1056451612905
108,877.5483870967744,540.1306451612904
109,879.0322580645164,542.1774193548388
110,880.5376344086023,544.2024193548388
111,882.0860215053765,546.2274193548387
112,883.6989247311828,548.2524193548387
113,885.3978494623657,550.3209677419354
114,887.0967741935484,552.3677419354838
115,888.9247311827957,554.5016129032257
116,890.8172043010752,556.5266129032257
117,892.752688172043,558.4645161290322
118,894.7741935483871,560.3588709677417
119,896.8602150537635,562.1225806451612
120,898.9677419354839,563.8427419354838
121,901.1182795698925,565.4322580645158
122,903.2903225806452,566.9782258064514
123,905.483870967742,568.4370967741935
124,907.6774193548389,569.8088709677419
125,909.8279569892475,571.0935483870968
126,912.0215053763443,572.3346774193549
127,914.2365591397852,573.5540322580645
128,916.4301075268819,574.7733870967742
129,918.6021505376345,575.9709677419356
130,920.7956989247313,577.0814516129034
131,922.9462365591398,578.2572580645162
132,925.0322580645162,579.4548387096777
133,926.967741935484,580.6088709677421
134,928.8602150537637,581.8064516129033
135,930.6666666666669,582.9604838709678
136,932.4946236559141,584.1580645161291
137,934.3010752688173,585.3774193548387
138,936.0,586.5967741935484
139,937.6344086021505,587.816129032258
140,939.1612903225806,589.1008064516129
141,940.8458781362007,590.3709677419354
142,942.6881720430108,591.6048387096773
143,944.6881720430107,592.8459677419353
144,946.0,594.3048387096773
145,947.247311827957,595.7637096774191
146,948.47311827957,597.2008064516127
147,949.6559139784947,598.5725806451611
148,951.4193548387098,599.7919354838707
149,952.5376344086021,601.1419354838708
150,953.5913978494624,602.4919354838707
151,954.6021505376344,603.8419354838707
152,955.6129032258066,605.1266129032256
153,956.5591397849464,606.389516129032
154,957.462365591398,607.6959677419353
155,958.3225806451613,608.9588709677417
156,959.1612903225806,610.1782258064515
157,959.9569892473118,611.4193548387095
158,960.7741935483871,612.5733870967741
159,961.6129032258065,613.8362903225806
160,962.4516129032259,615.099193548387
161,963.247311827957,616.275
