,Angular_Velocity,Angle
0,65.26030915938237,10.876718193230394
1,39.139298562398594,6.523216427066432
2,97.01123693437557,16.168539489062596
3,22.485951769701852,3.747658628283642
4,222.77851228304345,37.12975204717391
5,244.93672189718077,40.82278698286346
6,75.15438139060575,12.525730231767625
7,188.97852626886873,31.496421044811456
8,175.96461854755827,29.327436424593042
9,871.2838016692731,145.21396694487885
10,184.79975524766627,30.799959207944376
11,32.99861387093952,5.49976897848992
12,127.81726532812246,21.302877554687075
13,198.20710538079146,33.03451756346524
14,452.7240425800981,75.45400709668301
15,68.46626437563896,11.411044062606491
16,142.2495393713665,23.708256561894416
17,959.6142547483574,159.93570912472623
18,82.15476902425449,13.692461504042415
19,550.6517672580183,91.77529454300304
20,954.4672935135637,159.07788225226062
21,779.6004676813305,129.93341128022175
22,28.73481238327537,4.789135397212561
23,646.894061822141,107.81567697035683
24,250.2685478912277,41.71142464853795
25,226.4565477351404,37.74275795585673
26,124.88478175777577,20.814130292962627
27,570.3292822125107,95.05488036875178
28,410.91521439186727,68.4858690653112
29,620.122033999379,103.35367233322984
30,5.693530402313072,0.9489217337188453
31,155.12366887455946,25.853944812426572
32,90.36354329470619,15.060590549117697
33,823.1782479853105,137.1963746642184
34,695.7502737842457,115.95837896404095
35,345.7087140679686,57.61811901132809
36,16.25268518289616,2.7087808638160262
37,84.65584125288918,14.109306875481527
38,136.10225097708656,22.68370849618109
39,303.0453524216488,50.507558736941455
40,330.54308760424595,55.09051460070766
41,949.0459431058276,158.17432385097126
42,147.5420241556274,24.59033735927123
43,56.040298812369535,9.34004980206159
44,149.8578749272755,24.976312487879248
45,138.5268563561465,23.08780939269108
46,548.2634770823461,91.37724618039101
47,167.45587783789964,27.90931297298327
48,498.85221841418775,83.14203640236462
49,201.93088346523817,33.65514724420636
50,2.2386678195882532,0.3731113032647088
51,288.108403935868,48.01806732264467
52,14.740913956140702,2.456818992690117
53,76.87707145176127,12.81284524196021
54,181.08403651931104,30.180672753218506
55,75.05773434735917,12.509622391226527
56,124.08984716879962,20.681641194799937
57,79.6618297741367,13.276971629022784
58,54.78394362420304,9.130657270700507
59,16.754804552005183,2.792467425334197
60,30.490692206500302,5.081782034416717
61,3.9171930542757805,0.6528655090459634
62,60.66154449937538,10.110257416562563
