,Angular_Velocity,Angle
0,48.67393279431402,8.11232213238567
1,40.50775999074368,6.751293331790612
2,3.4822123877231164,0.580368731287186
3,36.49774326814186,6.082957211356976
4,72.0597232835532,12.009953880592198
5,128.3495154166573,21.391585902776217
6,73.50178728325413,12.250297880542353
7,62.210599599818465,10.36843326663641
8,152.5437504337645,25.423958405627413
9,549.5077212645958,91.58462021076596
10,132.8014460363902,22.13357433939836
11,132.58793693030432,22.09798948838405
12,493.0448529404901,82.17414215674835
13,386.13056540666577,64.3550942344443
14,195.39118882417748,32.56519813736291
15,472.57432578558587,78.76238763093097
16,408.69324398113207,68.11554066352201
17,197.1934027666943,32.865567127782384
18,325.717541281531,54.286256880255166
19,653.8706354141466,108.9784392356911
20,1056.1760049927273,176.02933416545454
21,231.85217280413232,38.64202880068872
22,97.0569517792638,16.1761586298773
23,688.4861686879171,114.74769478131952
24,281.47712286410535,46.91285381068422
25,576.1139356912196,96.01898928186992
26,97.13213387939821,16.188688979899702
27,132.5273159797733,22.087885996628884
28,42.88762818040221,7.147938030067034
29,712.5428750819543,118.75714584699237
30,178.9141019296089,29.81901698826815
31,658.3921880714896,109.73203134524826
32,288.9973106546684,48.16621844244473
33,341.49186096398626,56.91531016066437
34,566.6818315059692,94.44697191766151
35,325.6238487731894,54.270641462198235
36,215.26797860348537,35.87799643391423
37,440.6006777843643,73.43344629739404
38,424.5180878474662,70.75301464124436
39,160.76298194109086,26.79383032351514
40,334.26737494800597,55.71122915800099
41,59.623178325973655,9.937196387662276
42,397.8356037103314,66.3059339517219
43,178.1142466429153,29.685707773819217
44,558.3643808714728,93.06073014524546
45,46.37518545052982,7.729197575088302
46,114.82183993424304,19.13697332237384
47,360.87293624355164,60.145489373925265
48,252.03063987978578,42.00510664663096
49,83.15196633231345,13.858661055385573
50,208.65400520252808,34.77566753375468
51,539.2015384935694,89.86692308226155
52,91.56818636147665,15.261364393579441
53,127.44237562209155,21.240395937015258
54,72.7288836570083,12.121480609501383
55,82.19702754359687,13.699504590599478
56,95.53617871151062,15.922696451918435
57,12.534914029506517,2.089152338251086
58,20.0370611299782,3.3395101883296996
59,21.99670847960943,3.666118079934905
60,19.613936585989563,3.2689894309982606
61,17.096227233826745,2.8493712056377904
62,3.41801381687817,0.569668969479695
