,Angular_Velocity,Angle
0,8.42774941852491,1.4046249030874847
1,4.606034808005675,0.7676724680009458
2,242.61298756869894,40.43549792811649
3,105.79068635990029,17.631781059983382
4,23.1521961070236,3.8586993511706
5,30.84049434540712,5.140082390901187
6,174.59388977676767,29.098981629461274
7,543.8742349353304,90.64570582255506
8,314.11648752259646,52.35274792043274
9,557.9563838815096,92.99273064691826
10,433.89292859258234,72.31548809876372
11,504.9585202633921,84.15975337723201
12,223.7726800523674,37.295446675394565
13,462.22962932260197,77.03827155376699
14,119.63514642110516,19.939191070184194
15,593.4791824383044,98.91319707305072
16,350.0949813229202,58.349163553820034
17,570.1950284747643,95.03250474579404
18,53.1677505242783,8.861291754046382
19,115.96562597840075,19.327604329733457
20,766.7214720463514,127.78691200772523
21,729.8235350428251,121.63725584047086
22,196.8340798501278,32.8056799750213
23,115.65315081429793,19.27552513571632
24,301.1804238906293,50.196737315104876
25,113.0617596655681,18.843626610928016
26,518.1136970114088,86.35228283523479
27,290.9028991739536,48.48381652899226
28,648.4835771297937,108.08059618829895
29,64.47843648490414,10.746406080817355
30,198.9448114498186,33.15746857496976
31,171.18105513725993,28.530175856209986
32,522.7332856624862,87.12221427708103
33,13.458799846428606,2.243133307738101
34,431.1391604203182,71.8565267367197
35,727.9669349226781,121.32782248711301
36,412.22504895258385,68.70417482543064
37,385.88323542376423,64.31387257062737
38,343.3988168144614,57.233136135743564
39,97.34390418645076,16.223984031075126
40,561.4342715931446,93.57237859885743
41,555.9154371421133,92.65257285701888
42,345.38135485947873,57.56355914324645
43,140.0077127846945,23.334618797449078
44,101.46409431769901,16.910682386283167
45,573.1049763458246,95.51749605763743
46,105.60774667265592,17.60129111210932
47,497.7457852358347,82.95763087263911
48,851.8080370926418,141.96800618210696
49,664.1200906367707,110.68668177279511
50,48.06522055746353,8.010870092910588
51,62.207601161976534,10.367933526996088
52,218.0326181967503,36.33876969945838
53,73.59370178666937,12.265616964444893
54,17.8449160966605,2.97415268277675
55,87.2627871781458,14.543797863024299
56,62.20277086967609,10.367128478279348
57,49.997459223229704,8.332909870538284
58,3.214230356997656,0.5357050594996093
59,10.36465145424339,1.7274419090405648
60,23.557547909251603,3.9262579848752672
61,16.838781486550104,2.8064635810916836
62,3.2646186418322456,0.5441031069720409
