1110.0,384.75,2.0
1086.6666666666667,452.25,2.0
1036.6666666666667,438.75,2.0
1000.0,536.625,2.0
1063.3333333333335,590.625,2.0
1133.3333333333335,459.0,2.0
1126.6666666666667,550.125,2.0
1143.3333333333335,614.25,2.0
1063.3333333333335,627.75,2.0
1106.6666666666667,762.75,2.0
1086.6666666666667,907.875,2.0
1123.3333333333335,624.375,2.0
1173.3333333333335,766.125,2.0
1083.3333333333335,877.5,2.0
1096.6666666666667,367.875,2.0
1123.3333333333335,378.0,2.0
1073.3333333333335,367.875,2.0
1136.6666666666667,381.375,2.0
