,x,y,trust
0,966.6666666666667,907.875,2.0
1,966.6666666666667,911.25,2.0
2,966.6666666666667,911.25,2.0
3,966.6666666666667,911.25,2.0
4,966.6666666666667,914.625,2.0
5,966.6666666666667,907.875,2.0
6,966.6666666666667,911.25,2.0
7,966.6666666666667,907.875,2.0
8,966.6666666666667,907.875,2.0
9,970.0,911.25,2.0
10,970.0,911.25,2.0
11,970.0,914.625,2.0
12,970.0,911.25,2.0
13,970.0,914.625,2.0
14,970.0,907.875,2.0
15,970.0,904.5,2.0
16,970.0,907.875,2.0
17,970.0,907.875,2.0
18,970.0,907.875,2.0
19,970.0,904.5,2.0
20,970.0,904.5,2.0
21,970.0,904.5,2.0
22,970.0,904.5,2.0
23,970.0,907.875,2.0
24,970.0,904.5,2.0
25,970.0,901.125,2.0
26,970.0,901.125,2.0
27,970.0,901.125,2.0
28,970.0,904.5,2.0
29,970.0,897.75,2.0
30,970.0,897.75,2.0
31,970.0,901.125,2.0
32,970.0,901.125,2.0
33,970.0,901.125,2.0
34,970.0,904.5,2.0
35,970.0,901.125,2.0
36,970.0,907.875,2.0
37,970.0,904.5,2.0
38,970.0,907.875,2.0
39,973.3333333333335,887.625,2.0
40,990.0,877.5,2.0
41,990.0,874.125,2.0
42,993.3333333333335,860.625,2.0
43,993.3333333333335,860.625,2.0
44,980.0,853.875,2.0
45,970.0,891.0,2.0
46,970.0,901.125,2.0
47,970.0,904.5,2.0
48,970.0,904.5,2.0
49,973.3333333333335,904.5,2.0
50,973.3333333333335,904.5,2.0
51,973.3333333333335,904.5,2.0
52,970.0,901.125,2.0
53,976.6666666666667,891.0,2.0
54,976.6666666666667,887.625,2.0
55,980.0,884.25,2.0
56,990.0,874.125,2.0
57,990.0,870.75,2.0
58,1003.3333333333335,860.625,2.0
59,1016.6666666666667,853.875,2.0
60,1026.6666666666667,850.5,2.0
61,1036.6666666666667,850.5,2.0
62,1053.3333333333335,847.125,2.0
63,1063.3333333333335,843.75,2.0
64,1073.3333333333335,843.75,2.0
65,1076.6666666666667,847.125,2.0
66,1100.0,867.375,2.0
67,1106.6666666666667,884.25,2.0
68,1110.0,887.625,2.0
69,1113.3333333333335,894.375,2.0
70,1116.6666666666667,894.375,2.0
71,1133.3333333333335,891.0,2.0
72,1140.0,891.0,2.0
73,1143.3333333333335,887.625,2.0
74,1140.0,891.0,2.0
75,1136.6666666666667,904.5,2.0
76,1136.6666666666667,907.875,2.0
77,1133.3333333333335,914.625,2.0
78,1130.0,918.0,2.0
79,1130.0,914.625,2.0
80,1130.0,914.625,2.0
81,1130.0,911.25,2.0
82,1133.3333333333335,904.5,2.0
83,1130.0,911.25,2.0
84,1130.0,911.25,2.0
85,1130.0,911.25,2.0
86,1130.0,918.0,2.0
87,1130.0,918.0,2.0
88,1133.3333333333335,918.0,2.0
89,1133.3333333333335,907.875,2.0
90,1133.3333333333335,907.875,2.0
91,1136.6666666666667,891.0,2.0
92,1143.3333333333335,901.125,2.0
93,1150.0,894.375,2.0
94,1160.0,884.25,2.0
95,1160.0,884.25,2.0
96,1166.6666666666667,880.875,2.0
97,1180.0,887.625,2.0
98,1183.3333333333335,891.0,2.0
99,1186.6666666666667,887.625,2.0
100,1196.6666666666667,887.625,2.0
101,1200.0,891.0,2.0
102,1203.3333333333335,894.375,2.0
103,1200.0,891.0,2.0
104,1200.0,894.375,2.0
105,1193.3333333333335,901.125,2.0
106,1183.3333333333335,907.875,2.0
107,1176.6666666666667,907.875,2.0
108,1170.0,907.875,2.0
109,1166.6666666666667,904.5,2.0
110,1163.3333333333335,904.5,2.0
111,1163.3333333333335,904.5,2.0
112,1160.0,907.875,2.0
113,1160.0,907.875,2.0
114,1160.0,907.875,2.0
115,1163.3333333333335,907.875,2.0
116,1166.6666666666667,911.25,2.0
117,1166.6666666666667,914.625,2.0
118,1170.0,914.625,2.0
119,1170.0,918.0,2.0
120,1176.6666666666667,921.375,2.0
121,1173.3333333333335,914.625,2.0
122,1170.0,914.625,2.0
123,1170.0,918.0,2.0
124,1170.0,918.0,2.0
125,1173.3333333333335,921.375,2.0
126,1173.3333333333335,924.75,2.0
127,1173.3333333333335,924.75,2.0
128,1176.6666666666667,918.0,2.0
129,1176.6666666666667,911.25,2.0
130,1176.6666666666667,901.125,2.0
131,1180.0,887.625,2.0
132,1180.0,880.875,2.0
133,1190.0,877.5,2.0
134,1180.0,840.375,2.0
135,1173.3333333333335,803.25,2.0
136,1166.6666666666667,769.5,2.0
137,1146.6666666666667,729.0,2.0
138,1163.3333333333335,695.25,2.0
139,1156.6666666666667,661.5,2.0
140,1156.6666666666667,600.75,2.0
141,1107.7777777777778,698.625,0.0
142,1058.888888888889,796.5,0.0
143,1010.0,894.375,2.0
144,856.6666666666667,907.875,2.0
145,1110.0,722.25,2.0
146,981.6666666666667,781.3125,0.0
147,853.3333333333335,840.375,2.0
148,633.3333333333334,759.375,2.0
149,1046.6666666666667,891.0,2.0
150,1028.3333333333335,907.875,0.0
151,1010.0,924.75,2.0
152,872.2222222222223,776.25,0.0
153,734.4444444444446,627.75,0.0
154,596.6666666666667,479.25,2.0
155,620.0,472.5,2.0
156,780.0,874.125,2.0
157,810.0,803.25,2.0
158,726.6666666666667,823.5,2.0
159,683.3333333333334,833.625,2.0
160,636.6666666666667,847.125,2.0
161,613.3333333333334,857.25,2.0
162,606.6666666666667,867.375,2.0
163,603.3333333333334,874.125,2.0
164,613.3333333333334,877.5,2.0
165,630.0,874.125,2.0
166,646.6666666666667,870.75,2.0
167,686.6666666666667,877.5,2.0
168,700.0,880.875,2.0
169,730.0,891.0,2.0
170,750.6666666666667,912.6,0.0
171,771.3333333333334,934.2,0.0
172,792.0000000000001,955.8,0.0
173,812.6666666666667,977.4,0.0
174,833.3333333333335,999.0,2.0
175,900.0,992.25,2.0
176,1013.3333333333335,921.375,2.0
177,1013.3333333333335,921.375,2.0
178,1058.888888888889,876.375,0.0
179,1104.4444444444446,831.375,0.0
180,1150.0,786.375,2.0
181,1183.3333333333335,772.875,2.0
182,1206.6666666666667,749.25,2.0
183,1226.6666666666667,742.5,2.0
184,1243.3333333333335,718.875,2.0
185,1156.6666666666667,880.875,2.0
186,1253.3333333333335,695.25,2.0
187,1266.6666666666667,695.25,2.0
188,1275.0,691.875,0.0
189,1283.3333333333335,688.5,2.0
190,1276.6666666666667,681.75,2.0
191,1273.3333333333335,671.625,2.0
192,1280.0,651.375,2.0
193,1253.3333333333335,641.25,2.0
194,1273.3333333333335,617.625,2.0
195,1260.0,597.375,2.0
196,1276.6666666666667,570.375,2.0
197,1290.0,546.75,2.0
198,1293.3333333333335,529.875,2.0
199,1247.5,606.65625,0.0
200,1201.6666666666667,683.4375,0.0
201,1155.8333333333335,760.21875,0.0
202,1110.0,837.0,2.0
203,886.6666666666667,918.0,2.0
204,1073.3333333333335,924.75,2.0
205,1070.0,928.125,2.0
206,1070.0,931.5,2.0
207,1073.3333333333335,928.125,2.0
208,1070.0,928.125,2.0
209,873.3333333333335,880.875,2.0
210,870.0,843.75,2.0
211,830.0,853.875,2.0
212,783.3333333333335,867.375,2.0
213,723.3333333333335,884.25,2.0
214,706.6666666666667,884.25,2.0
215,686.6666666666667,891.0,2.0
216,676.6666666666667,897.75,2.0
217,683.3333333333334,901.125,2.0
218,700.0,897.75,2.0
219,713.3333333333335,904.5,2.0
220,736.6666666666667,904.5,2.0
221,763.3333333333335,907.875,2.0
222,790.0,914.625,2.0
223,820.0,931.5,2.0
224,866.6666666666667,965.25,2.0
225,933.3333333333335,948.375,2.0
226,993.3333333333335,934.875,2.0
227,1056.6666666666667,931.5,2.0
228,1070.0,921.375,2.0
229,1053.3333333333333,948.375,0.0
230,1036.6666666666667,975.375,0.0
231,1020.0,1002.375,2.0
232,1135.0,941.625,0.0
233,1250.0,880.875,2.0
234,1296.6666666666667,847.125,2.0
235,1326.6666666666667,820.125,2.0
236,1346.6666666666667,799.875,2.0
237,1343.3333333333335,779.625,2.0
238,1356.6666666666667,745.875,2.0
239,1350.0,732.375,2.0
240,1340.0,718.875,2.0
241,1353.3333333333335,698.625,2.0
242,1350.0,685.125,2.0
243,1350.0,671.625,2.0
244,1330.0,664.875,2.0
245,1306.6666666666667,654.75,0.0
246,1283.3333333333335,644.625,2.0
247,1330.0,627.75,2.0
248,1320.0,614.25,2.0
