,x,y,trust
0,896.6666666666667,587.25,2.0
1,900.0,580.5,2.0
2,900.0,583.875,2.0
3,900.0,583.875,2.0
4,900.0,580.5,2.0
5,900.0,580.5,2.0
6,896.6666666666667,580.5,2.0
7,900.0,580.5,2.0
8,896.6666666666667,580.5,2.0
9,900.0,580.5,2.0
10,900.0,580.5,2.0
11,896.6666666666667,583.875,2.0
12,896.6666666666667,580.5,2.0
13,896.6666666666667,580.5,2.0
14,896.6666666666667,580.5,2.0
15,893.3333333333335,580.5,2.0
16,890.0,583.875,2.0
17,890.0,583.875,2.0
18,890.0,583.875,2.0
19,883.3333333333335,580.5,2.0
20,883.3333333333335,587.25,2.0
21,880.0,583.875,2.0
22,876.6666666666667,587.25,2.0
23,876.6666666666667,587.25,2.0
24,873.3333333333335,587.25,2.0
25,873.3333333333335,587.25,2.0
26,870.0,583.875,2.0
27,863.3333333333335,594.0,2.0
28,860.0,590.625,2.0
29,853.3333333333335,587.25,2.0
30,850.0,587.25,2.0
31,850.0,590.625,2.0
32,843.3333333333335,590.625,2.0
33,836.6666666666667,580.5,2.0
34,833.3333333333335,580.5,2.0
35,830.0,580.5,2.0
36,826.6666666666667,580.5,2.0
37,823.3333333333335,580.5,2.0
38,823.3333333333335,583.875,2.0
39,823.3333333333335,577.125,2.0
40,820.0,577.125,2.0
41,813.3333333333335,573.75,2.0
42,806.6666666666667,573.75,2.0
43,806.6666666666667,570.375,2.0
44,803.3333333333335,570.375,2.0
45,803.3333333333335,570.375,2.0
46,800.0,563.625,2.0
47,796.6666666666667,567.0,2.0
48,793.3333333333335,567.0,2.0
49,796.6666666666667,573.75,2.0
50,786.6666666666667,570.375,2.0
51,783.3333333333335,567.0,2.0
52,780.0,570.375,2.0
53,776.6666666666667,573.75,2.0
54,776.6666666666667,573.75,2.0
55,776.6666666666667,577.125,2.0
56,770.0,577.125,2.0
57,763.3333333333335,573.75,2.0
58,756.6666666666667,573.75,2.0
59,753.3333333333335,573.75,2.0
60,753.3333333333335,573.75,2.0
61,750.0,577.125,2.0
62,750.0,573.75,2.0
63,740.0,573.75,2.0
64,733.3333333333335,570.375,2.0
65,730.0,567.0,2.0
66,726.6666666666667,567.0,2.0
67,716.6666666666667,563.625,2.0
68,713.3333333333335,563.625,2.0
69,710.0,570.375,2.0
70,706.6666666666667,567.0,2.0
71,706.6666666666667,570.375,2.0
72,710.0,570.375,2.0
73,706.6666666666667,567.0,2.0
74,706.6666666666667,567.0,2.0
75,706.6666666666667,563.625,2.0
76,706.6666666666667,560.25,2.0
77,706.6666666666667,556.875,2.0
78,710.0,553.5,2.0
79,710.0,550.125,2.0
80,710.0,556.875,2.0
81,713.3333333333335,550.125,2.0
