,Speed,Travel
0,173.47352103419075,28.912253505698455
1,157.00816061593744,26.168026769322903
2,127.91501084704656,21.31916847450776
3,386.90187709547234,64.48364618257872
4,846.7337612850932,141.12229354751554
5,1011.5255804971019,168.587596749517
6,346.9470420683823,57.824507011397046
7,189.3450883968221,31.55751473280368
8,121.5,20.25
9,1602.634725225933,267.1057875376555
10,961.4697083111877,160.24495138519794
11,749.9330386774542,124.9888397795757
12,1071.4628143337486,178.57713572229142
13,1584.0518457424303,264.0086409570717
14,89.66744113668096,14.94457352278016
15,383.7450325411392,63.9575054235232
16,1177.8201263350873,196.3033543891812
17,1156.5012369691233,192.75020616152054
18,1107.1971118298868,184.53285197164777
19,3493.4655519269113,582.2442586544852
20,2762.673026255551,460.44550437592517
21,2965.605345034974,494.26755750582896
22,63.32505428343509,10.554175713905847
23,1831.2755193519563,305.2125865586594
24,1932.9345853160978,322.15576421934963
25,1867.0103273683303,311.1683878947217
26,157.00816061593744,26.168026769322903
27,107.88999026786541,17.981665044644235
28,206.52254719521548,34.42042453253591
29,1852.0313341031786,308.6718890171964
30,39.99999999999909,6.666666666666515
31,1180.0000000000005,196.66666666666674
32,1772.4729193982062,295.41215323303436
33,89.66744113668096,14.94457352278016
34,2192.455390794759,365.4092317991265
35,294.0368878325473,49.00614797209121
36,746.71875,124.453125
37,715.349046821943,119.2248411369905
38,1594.7477073192488,265.79128455320813
39,45.16912662427804,7.528187770713007
40,308.05934898976915,51.343224831628184
41,1413.630631565403,235.6051052609005
42,1012.7704577050027,168.79507628416712
43,546.5853661597611,91.09756102662683
44,1126.4142222113494,187.73570370189157
45,346.56610119860255,57.761016866433756
46,101.25,16.875
47,687.137586295496,114.52293104924932
48,141.45692807353012,23.576154678921686
49,1005.2840394634746,167.5473399105791
50,406.4219299647229,67.73698832745382
51,1688.3171921787234,281.3861986964539
52,291.48070262025965,48.58011710337661
53,493.17092625174047,82.19515437529007
54,492.3667332385488,82.0611222064248
55,891.8974156258107,148.64956927096844
56,488.3341581335467,81.38902635559111
57,417.9102774519918,69.6517129086653
58,325.715462482209,54.285910413701494
59,142.30798466706017,23.717997444510026
60,197.38540979515176,32.89756829919196
61,361.0571284436866,60.17618807394776
62,270.93587802282667,45.155979670471105
