,Angular_Velocity
0,29.6481082228558
1,231.95555900782725
2,80.82442668155306
3,11.870169065414807
4,70.76943423761634
5,43.63480282957662
6,117.0700633432117
7,320.9169251247613
8,159.07523651762392
9,254.02491104799046
10,411.70815913568146
11,16.697815920396046
12,426.60857408677805
13,409.8884962072321
14,751.8115876436032
15,76.79292062140686
16,24.943905179578152
17,551.5093051465867
18,276.96173442010814
19,533.7178502701157
20,295.499273207957
21,101.95954999457092
22,225.18353955330096
23,732.2569426648927
24,129.97954664089437
25,27.12491997329276
26,637.843579110886
27,266.5983956673458
28,234.2536977010631
29,549.7375040177449
30,2.75163036404064
31,395.5479553219443
32,34.6271611902953
33,943.757643667072
34,370.248217941623
35,458.29850616412256
36,23.762721175367883
37,255.04366802274785
38,45.40953718246236
39,1033.0373992589002
40,169.55972200095212
41,567.7177117351547
42,36.040001748139325
43,201.69502872671083
44,53.815607773397446
45,446.9514675141462
46,464.60327164136385
47,239.6341991526714
48,380.8175207715506
49,2.6042159231830784
50,214.74878193345586
51,219.1731322019112
52,43.299130104033466
53,205.0987937536739
54,412.88930601758113
55,547.538674911887
56,122.96027110018689
57,69.55373890277068
58,5.937716436314824
59,14.914173060910116
60,31.67878629199539
61,26.93320657215695
62,7.452496517388182
