,Angular_Velocity
0,120.17144627542007
1,9.340497627968874
2,58.715319666059166
3,88.91042577981564
4,98.57735742470966
5,39.62074479976885
6,80.44810259241873
7,88.38698791972205
8,372.5722252011772
9,434.92705992197233
10,196.6887470405377
11,227.24508478744931
12,321.9016233279074
13,624.8937428244374
14,183.32722039073678
15,817.3696758344171
16,380.7384024129266
17,425.51511069888784
18,179.11404380031706
19,713.697405062824
20,816.6356378185257
21,733.6334413381917
22,118.40787404152674
23,12.982315091655657
24,203.6081850993213
25,467.30020961441716
26,104.25646000787809
27,145.44452091120868
28,84.44273906959687
29,796.5210178563522
30,161.37101110167617
31,608.8685437695308
32,401.23728643921606
33,360.42741358641956
34,651.1744080362971
35,414.2990757565831
36,361.98416649497625
37,288.3531362319471
38,527.8827330766029
39,7.3568838821754765
40,573.7593844974826
41,445.2060993358781
42,637.7918978042584
43,164.68347703815442
44,437.1657147549928
45,207.82522134992183
46,177.3591507697271
47,779.0273304829691
48,98.82231482988168
49,270.5530525555209
50,208.13803331057883
51,516.8542239420485
52,33.81462808908087
53,152.47399872199827
54,4.503942604128708
55,36.57190163368245
56,120.11320485582907
57,6.323532864503256
58,3.7421764334596603
59,37.012903992486144
60,12.57275256701121
61,2.479547980635495
62,2.1138190468103266
