,Angular_Velocity
0,11.778358419144253
1,26.43161131681951
2,124.25440631718091
3,2.1534088870681565
4,201.44526523979695
5,242.28601778920594
6,55.64257761607863
7,179.33140031384477
8,159.51711268055394
9,988.101370405222
10,395.89532806995294
11,122.92313493430382
12,119.47067173029315
13,281.76829757763744
14,357.9671523533315
15,3.1145277772484437
16,267.9675558461635
17,931.3351842999316
18,10.797591101666885
19,112.91828221817849
20,493.852810085324
21,372.20211083161246
22,188.7385866929221
23,590.281369691368
24,338.13387420209
25,325.25796033268057
26,219.45969875621964
27,254.6280086481253
28,257.33343953765564
29,642.9808528377588
30,20.082876450509165
31,195.37708140912238
32,306.581768115418
33,452.79326951675927
34,730.8533250546633
35,189.95767986988324
36,44.63639042991053
37,82.5667397311757
38,305.2424319694103
39,326.25787948202515
40,7.814622794107856
41,996.1887951267696
42,397.23765148237896
43,134.3145333135375
44,276.8973987029267
45,228.07198015531006
46,279.67776297370943
47,203.07258289812415
48,323.950006320225
49,282.40529776112
50,20.630930962714196
51,401.26840262677075
52,3.4504914633329045
53,81.14863729149296
54,195.11948765214393
55,252.6868808810789
56,158.91191648114926
57,62.0836538822113
58,9.101037879409382
59,26.89935970481175
60,12.134200982972876
61,41.648499324970274
62,13.752197712843902
