,Angular_Velocity
0,39.13553990365084
1,62.43531193432121
2,75.0864781979279
3,160.8874411123096
4,82.94723328183588
5,838.6663423563962
6,241.33365764360406
7,139.6201421456395
8,187.23699182600856
9,1069.1561984916195
10,663.6006588937547
11,57.25969819059989
12,433.8887317234723
13,142.4943247855742
14,6.5510514552175785
15,199.75789189437205
16,800.5828537794384
17,415.48654260039035
18,262.78310219308173
19,301.5955497803727
20,591.5238408861253
21,361.82301298922073
22,90.42090319169152
23,218.57560299832383
24,276.98882742059277
25,394.47681877530556
26,29.586835772654627
27,186.6046916583928
28,166.80251635356908
29,270.1647888586623
30,113.81076880157006
31,432.2266980587926
32,168.5945518271427
33,128.9882232408206
34,112.46454880809034
35,607.3664940622839
36,85.45444913610095
37,358.42167045368586
38,285.13151231773656
39,97.80782306700871
40,73.24267725637378
41,244.8576734216068
42,149.10903077641646
43,96.73891822989168
44,435.4748654466352
45,43.278880106039914
46,132.28768478136215
47,57.194589051508366
48,229.9632459115865
49,5.248093079144926
50,261.06627162267097
51,360.855683486586
52,68.16593884324779
53,22.68253558365514
54,52.83749341066326
55,33.26748486387321
56,77.6981458281591
57,110.46260599920008
58,33.94131003351077
59,23.6154254347841
60,61.70715948386478
61,30.426696270669936
62,13.433810969447794
