,Angular_Velocity
0,36.03811833996573
1,7.178703732866855
2,33.096645250957124
3,82.86984464109307
4,2.7575145715963894
5,692.4434070507184
6,81.22599938066612
7,118.66559289843308
8,217.97212654206731
9,448.68424757669356
10,157.47479259297316
11,30.744615833665144
12,194.95663914989174
13,107.79014152960882
14,64.53373048999315
15,507.25559232233593
16,24.475673272593262
17,921.71746670406
18,180.01186402867307
19,446.0219319919304
20,594.8891411447796
21,538.2914303715346
22,215.75818108962656
23,28.043345254710232
24,154.50115133321523
25,133.1960948926778
26,46.376820085506786
27,722.651452253228
28,770.1159768193543
29,297.8402298434837
30,70.0004516641722
31,215.77702685828407
32,47.03805463745234
33,17.858020072540654
34,405.96894819511243
35,717.4349191456727
36,29.150640636771968
37,204.65200193528543
38,84.3220911277223
39,19.691378776557876
40,608.5779883928444
41,763.1458213301371
42,106.44821815459883
43,78.03573989650458
44,127.74090148776588
45,0.10788642514573533
46,615.8625910277522
47,58.47511368434496
48,696.2190607709667
49,35.473596157593775
50,103.94763303768627
51,154.07078103579397
52,76.92845451777627
53,10.982436757264914
54,80.99817906167038
55,30.157185322644096
56,3.8820200527007653
57,28.684914021421026
58,37.53776271339087
59,15.727229828770076
60,34.67438110214902
61,17.132259752331574
62,40.6504531196859
