,Angular_Velocity
0,101.80282139405178
1,141.73432434487907
2,157.57768384382965
3,40.142700844281556
4,134.50754355595606
5,143.30350605008206
6,183.53331725662622
7,114.92491501412337
8,38.74450121586047
9,468.27652448631034
10,1077.7167728398802
11,177.00002962932746
12,20.780798695007384
13,772.6672823115954
14,42.50471655801718
15,72.04323667177694
16,63.75270199621146
17,222.29092582873247
18,592.2618684258302
19,341.56193699713884
20,552.6885656826418
21,58.729568673422214
22,332.7388681661789
23,402.880794690928
24,295.05029409962293
25,742.8482977421439
26,175.85945165017642
27,31.7719972948599
28,85.04634143520781
29,752.6820756257979
30,15.654599338781205
31,3.2642081553010733
32,998.5999131866303
33,75.80475845587686
34,700.9234195928066
35,467.37062687828677
36,423.183069556722
37,283.2808945307843
38,854.1892054664964
39,29.834618708663417
40,17.03780347135844
41,13.490321129287032
42,457.24257808387944
43,342.301648007232
44,660.5719189422211
45,90.03189126144319
46,7.875534437509775
47,278.1114987862262
48,350.032462681461
49,150.41809596095428
50,93.38085356807558
51,424.957750772798
52,298.5818636184506
53,260.88085637913656
54,164.52282236433862
55,19.23236182281563
56,73.79389385490674
57,103.27481831146679
58,101.14961274367512
59,41.01528308736558
60,0.4795376235669316
61,79.00151478374886
62,91.98984346986362
