,Angular_Velocity
0,2.222508951508345
1,63.39048917888375
2,81.01912408452132
3,57.28631653211619
4,147.39529647814396
5,401.0771151779252
6,70.93130076908758
7,164.23010432127867
8,185.1181367449448
9,725.1547470155944
10,52.14830524742338
11,6.698505068372829
12,143.2444334324995
13,219.2342794302623
14,357.8713967825802
15,92.36162553659369
16,402.0007275454647
17,971.8586414057768
18,59.10775639087489
19,457.4300855843555
20,964.0203952689066
21,1011.3144224178866
22,15.123794662186263
23,551.452978583193
24,26.604965117853865
25,280.26142374563454
26,173.50931459230273
27,337.6135283279618
28,214.24658299938275
29,623.5296941146552
30,31.711459034611615
31,217.81969805148321
32,165.9957664336877
33,504.32839799775445
34,269.33470472230186
35,535.4092843066288
36,81.46285198898097
37,119.926309287703
38,238.9423004278402
39,240.24003699997724
40,166.6376053744013
41,492.9603064159987
42,165.13000742222766
43,84.67122859719363
44,264.39313108283943
45,119.48551470710589
46,390.9888085645631
47,103.39980436827688
48,452.2945177843206
49,152.1301027510226
50,32.774151506641616
51,305.6316372832021
52,5.544838449647242
53,103.57019212294617
54,35.296823219153275
55,268.42903761337925
56,40.323302951911565
57,47.51466984356138
58,30.58467913327499
59,11.503269770162786
60,40.943674809160825
61,6.876989364427538
62,41.663558684256856
