,Angular_Velocity
0,23.01740385970788
1,25.606968051356002
2,153.23367952912645
3,108.56011274078733
4,8.028732857762755
5,45.803765408262464
6,393.6663173773202
7,256.95629925829513
8,43.01122017523113
9,684.3274132105436
10,336.30396073887323
11,344.2943853522741
12,440.59292697014723
13,9.19504695848132
14,209.44572873240682
15,329.0663481449846
16,56.7572954308398
17,280.60628780555226
18,179.62132971759002
19,377.487733414312
20,889.4247173926326
21,808.7250528032915
22,22.061337938964694
23,27.14808256833076
24,342.50630445959797
25,271.49041131571335
26,128.57606015829722
27,141.64654892637623
28,305.4424227605659
29,993.3773208756684
30,290.6341329298348
31,403.544681029678
32,311.857979862691
33,120.77159270448118
34,385.93333321105047
35,631.8039283706875
36,340.8598041971002
37,424.38689147813005
38,227.08333079423136
39,33.73441638852925
40,299.93819932718515
41,616.6616295968129
42,333.6088508626186
43,58.63363401032424
44,424.5001094042471
45,239.82433001934663
46,110.1961291241208
47,337.4061746867933
48,593.9502217333918
49,480.2399423680061
50,184.87110693036945
51,239.6715466967286
52,421.13262568596866
53,81.84159451541893
54,93.7302562889377
55,7.761413582373443
56,3.076486301996421
57,24.966830387355458
58,26.31286468853984
59,21.664605888125415
60,31.291661125430696
61,27.168820553435772
62,12.534133383066237
