,Angular_Velocity
0,102.21712787832902
1,139.04062472975215
2,147.41031022484447
3,41.16500445334938
4,132.8615104739729
5,139.90806545111886
6,176.42707275728358
7,116.0936069557883
8,36.06328289305982
9,455.9782823744455
10,1065.2686309662379
11,145.86025887781398
12,31.211103680980276
13,729.5558222669241
14,59.580419266765915
15,78.47196876166487
16,56.542869451793386
17,243.02449210458906
18,524.9004303126344
19,315.62666952749015
20,543.8318448431626
21,76.0932918112845
22,79.408647079171
23,872.803132205219
24,229.39979268689774
25,709.8424075086537
26,176.04407083989398
27,26.80220266957772
28,88.27871448753925
29,722.9547199591401
30,12.682320856061507
31,0.3696696772856243
32,967.1579586222716
33,71.4131801664473
34,812.7345934678282
35,388.15447593015443
36,371.29984275799234
37,230.6358572051285
38,808.2818725245264
39,20.252150133472743
40,35.3348413852189
41,25.17255227773627
42,461.85262586737224
43,298.6250674597502
44,630.1519024742605
45,92.75052958076994
46,3.1437137106574577
47,282.81940343698494
48,329.9130832960806
49,137.64994340612733
50,110.40058540925732
51,353.0517049386137
52,178.19611283224168
53,232.29559258869045
54,135.31968002890466
55,15.053152433036416
56,80.9302729961598
57,99.08908216126778
58,95.04851411950015
59,37.49467972888919
60,0.4067845672561268
61,68.39430729824694
62,79.37312057898619
