,Angular_Velocity
0,106.56221449142056
1,149.8348098001353
2,151.21419967703855
3,38.55308210854036
4,125.81875873345874
5,134.2464440906298
6,179.32516325754293
7,109.49016804485949
8,38.24058496613347
9,679.5698247989251
10,736.2463534010507
11,407.4109855922738
12,296.7497789620208
13,805.1210399527151
14,53.186807369446655
15,101.2765569184977
16,17.459153258760484
17,613.3824284254332
18,140.14151695760478
19,846.0015303006641
20,91.25517346120292
21,869.3920648746952
22,216.7974667537359
23,279.36214723100255
24,73.23482785730477
25,782.3950058421566
26,167.38681954749126
27,37.29038176957518
28,163.83017646274803
29,895.624610156605
30,99.20594318626311
31,425.17736561641203
32,786.6412693064111
33,9.645113292969771
34,822.185717796807
35,54.67225585659153
36,683.0267684355686
37,1072.3121525381944
38,858.7365007563387
39,4.2511194581953085
40,1.364242140335476
41,10.322724493768838
42,471.97248387838596
43,514.3436621175987
44,876.3141056448433
45,100.32465719977039
46,13.5707674276145
47,355.2609615118303
48,394.9992480547679
49,92.40510064391515
50,200.25172012019826
51,406.06817862813614
52,128.5151962737085
53,118.74930031961978
54,137.81907872593393
55,209.3650508588989
56,165.06547153399987
57,249.96230671663068
58,68.01529071206814
59,7.286578053784204
60,44.78862339696828
61,88.55439660663234
62,88.12395881355687
