,x,y
0,768.7207207207207,302.2722972972973
1,765.4504504504505,302.47297297297297
2,762.1321321321321,302.67060810810807
3,758.7657657657658,302.8652027027027
4,755.3513513513515,303.01114864864866
5,751.8888888888889,303.1540540540541
6,748.3783783783783,303.2939189189189
7,744.8198198198197,303.4307432432432
8,741.1936936936936,303.5903716216216
9,737.5,303.77280405405406
10,733.8063063063063,304.0008445945946
11,730.1126126126126,304.32010135135135
12,726.4189189189188,304.6393581081081
13,722.7702702702702,305.0954391891892
14,719.1666666666665,305.6427364864865
15,715.5630630630628,306.19003378378386
16,712.0045045045043,306.8741554054055
17,708.4909909909908,307.60388513513516
18,704.9774774774772,308.379222972973
19,701.5090090090088,309.2457770270271
20,698.0405405405403,310.1579391891892
21,694.662162162162,311.1157094594595
22,691.4189189189187,312.21030405405406
23,688.2207207207205,313.30489864864865
24,685.1126126126125,314.35388513513516
25,682.1396396396395,315.4028716216216
26,679.2567567567567,316.5430743243243
27,676.6151866151865,317.75983349420846
28,674.124839124839,319.00754102316597
29,671.7857142857142,320.3774131274131
30,669.6428571428571,321.8238416988417
31,667.6512226512226,323.34682673745175
32,665.7657657657658,324.9007601351351
33,664.0765765765766,326.53125
34,662.583655083655,328.23829633204633
35,661.2870012870013,330.02189913127415
36,660.1866151866152,331.8820583976834
37,659.2404547404548,333.82181467181465
38,658.4485199485201,335.841167953668
39,657.810810810811,337.9401182432433
40,657.3273273273273,340.1186655405406
41,656.9980694980695,342.3768098455599
42,656.8230373230374,344.7145511583012
43,656.8022308022307,347.13188947876455
44,656.93564993565,349.62882480694986
45,657.2232947232948,352.2053571428572
46,657.6651651651653,354.86148648648657
47,658.2612612612613,357.5972128378379
48,659.0115830115831,360.4125361969112
49,659.9161304161305,363.30745656370664
50,660.9749034749036,366.281973938224
51,662.1879021879023,369.3360883204634
52,663.5551265551265,372.46979971042475
53,665.0765765765766,375.6831081081082
54,666.7522522522523,378.9760135135135
55,668.6561561561563,382.4087837837838
56,670.6981981981983,385.98141891891896
57,672.9684684684685,389.60270270270274
58,675.4219219219219,393.27263513513515
59,678.0135135135134,396.9912162162163
60,680.7882882882882,400.758445945946
61,683.7912912912913,404.52871621621625
62,686.9774774774776,408.30202702702707
63,690.346846846847,412.1239864864865
64,693.8543543543545,415.94898648648655
65,697.5900900900901,419.68581081081084
66,701.5540540540542,423.38006756756766
67,705.7462462462465,427.03175675675686
68,710.0765765765767,430.64087837837843
69,714.6351351351352,434.2530405405406
70,719.2867867867869,437.8682432432433
71,724.0765765765767,441.44087837837844
72,728.9594594594596,444.970945945946
73,733.9354354354355,448.5040540540541
74,738.9144144144145,452.08581081081087
75,743.8963963963964,455.6706081081082
76,748.8813813813815,459.25844594594605
77,753.8423423423425,462.87668918918934
78,758.7792792792794,466.525337837838
79,763.6921921921924,470.20439189189204
80,768.5810810810814,473.9138513513516
81,773.4459459459462,477.6537162162165
82,778.2432432432435,481.4619932432435
83,782.9279279279281,485.2474662162164
84,787.5225225225226,488.9873310810813
85,791.9369369369371,492.6359797297299
86,796.2612612612614,496.2846283783785
87,800.4504504504506,499.7964527027028
88,804.5945945945948,503.21706081081095
89,808.6486486486489,506.7288851351353
90,812.5225225225225,510.19510135135147
91,816.8018018018018,513.5244932432433
92,821.1711711711713,516.5802364864866
93,825.2252252252254,519.6815878378379
94,828.9639639639641,522.8741554054054
