,x,y
0,797.644927536232,851.6372282608694
1,798.7318840579711,850.8668478260868
2,799.963768115942,850.0964673913041
3,801.2681159420291,849.3627717391304
4,802.644927536232,848.5923913043478
5,804.1666666666667,847.8953804347825
6,805.7608695652175,847.3084239130435
7,807.5000000000001,846.7948369565217
8,809.3115942028986,846.2812500000001
9,811.1594202898551,845.8410326086957
10,813.0797101449276,845.5108695652175
11,815.072463768116,845.217391304348
12,817.1014492753624,844.9972826086957
13,819.1304347826086,844.8138586956524
14,821.1956521739131,844.740489130435
15,823.3333333333334,844.7038043478262
16,825.5072463768116,844.7404891304349
17,827.68115942029,844.7404891304349
18,829.9637681159421,844.7404891304349
19,832.3550724637682,844.7771739130435
20,834.7826086956524,844.8138586956521
21,837.2101449275365,844.8505434782609
22,839.6014492753626,844.8872282608696
23,842.0289855072466,844.9239130434784
24,844.4565217391306,844.9605978260871
25,846.8478260869567,845.0339673913045
26,849.1666666666669,845.0339673913044
27,850.289855072464,845.4375
28,851.4855072463771,845.8043478260869
29,852.826086956522,846.1711956521739
30,854.3115942028988,846.5013586956522
31,856.0144927536232,846.8315217391305
32,857.1014492753625,846.4646739130435
33,857.9830917874398,846.110054347826
34,858.5869565217391,845.7676630434783
35,858.8768115942029,845.547554347826
36,858.876811594203,845.3641304347825
37,858.5507246376814,845.1073369565216
38,857.5724637681161,845.180706521739
39,856.5942028985509,845.2540760869564
40,855.6884057971015,845.3274456521738
41,854.6014492753624,845.3641304347824
42,853.5507246376812,845.5475543478258
43,852.7898550724639,845.5842391304345
44,850.7608695652175,845.8410326086954
45,849.4565217391305,846.3913043478258
46,848.3695652173914,846.9048913043476
47,847.536231884058,847.345108695652
48,846.9565217391305,847.7119565217389
49,846.5942028985509,848.1521739130433
50,846.6666666666669,848.555706521739
51,847.1014492753624,848.8491847826086
52,848.1159420289856,849.2527173913041
53,849.6014492753625,849.5828804347825
54,851.9927536231884,849.5095108695651
55,855.2173913043479,849.5095108695652
56,858.4420289855074,849.6929347826085
57,861.7028985507249,849.9864130434781
58,864.9637681159421,850.243206521739
59,868.2246376811596,850.4266304347825
60,871.4492753623191,850.6467391304348
61,873.93115942029,850.6283967391304
62,875.4528985507247,850.3349184782609
63,877.5060386473432,850.2615489130435
64,880.1268115942031,850.3716032608695
65,883.2789855072465,850.6283967391305
66,886.394927536232,850.9218750000001
67,889.4746376811596,851.3254076086959
68,892.4637681159421,852.0040760869566
69,895.4347826086959,852.444293478261
70,898.8768115942029,852.2608695652175
71,902.8260869565219,851.4904891304349
72,907.1739130434784,850.2432065217394
73,912.0289855072465,848.1521739130436
74,917.110507246377,846.5472146739132
75,922.3460144927537,845.2815896739131
76,927.699275362319,844.318614130435
77,933.2789855072464,843.6216032608697
78,938.605072463768,843.1080163043479
79,943.641304347826,842.7411684782608
80,948.0978260869565,842.3743206521739
81,951.6847826086956,842.2642663043479
82,955.1630434782608,842.1908967391305
83,957.9891304347825,842.1542119565217
84,960.0905797101449,841.9707880434781
85,959.2210144927535,842.7411684782609
86,960.7065217391304,842.9979619565217
87,961.6485507246376,843.4748641304348
88,962.1195652173914,843.8783967391304
89,962.1557971014494,844.3919836956521
90,961.9021739130435,845.0523097826087
91,961.25,845.749320652174
92,960.2355072463769,846.703125
93,958.4239130434784,847.803668478261
94,956.5036231884059,848.8675271739131
95,954.4987922705313,849.9069293478261
96,952.4094202898551,850.9952445652174
97,950.1630434782609,852.0224184782609
98,947.8260869565217,852.9578804347827
99,945.3260869565219,853.8383152173914
100,942.7536231884059,854.7921195652174
101,940.144927536232,855.6358695652174
102,937.4637681159422,856.3695652173913
103,933.8768115942031,856.039402173913
104,930.0724637681161,855.6725543478261
105,926.0144927536232,855.3423913043479
106,921.6666666666667,855.0122282608695
107,917.1014492753625,854.8288043478259
108,912.530193236715,854.7126358695651
109,908.0253623188406,854.7370923913043
110,903.4782608695654,854.8654891304346
111,898.888888888889,855.0978260869564
112,894.3297101449276,855.4341032608695
113,889.8369565217391,855.8743206521739
114,885.7971014492755,856.2961956521739
115,882.1376811594204,856.6630434782609
116,878.9492753623189,857.1032608695651
117,876.449275362319,857.470108695652
118,874.4202898550725,857.9470108695652
119,874.2753623188406,857.983695652174
120,875.0724637681161,857.9103260869566
121,876.1956521739132,857.9103260869566
122,877.2826086956524,857.9470108695652
123,878.2971014492756,857.9836956521741
124,879.9637681159422,858.717391304348
125,882.0531400966186,859.365489130435
126,884.5652173913046,859.9279891304349
127,887.5000000000002,860.4415760869566
128,890.9057971014496,860.9184782608698
129,894.6739130434785,861.4320652173915
130,899.130434782609,861.6521739130436
131,903.6594202898553,861.8722826086959
132,908.2246376811597,862.092391304348
133,912.826086956522,862.2391304347829
134,917.3913043478262,862.2391304347829
135,922.753623188406,859.2676630434785
136,929.5108695652175,856.497961956522
137,936.2862318840581,854.0400815217395
138,944.4384057971016,852.425951086957
139,952.518115942029,850.8851902173916
140,960.3804347826087,849.7112771739133
141,968.1340579710145,848.7941576086959
142,975.9239130434783,848.170516304348
143,983.0615942028985,847.7302989130435
144,989.3297101449275,847.3634510869565
145,994.6195652173913,847.2533967391305
146,999.2210144927536,847.4001358695652
147,1002.3007246376811,847.6202445652174
148,1005.163043478261,847.8036684782608
149,1007.6992753623189,847.8036684782606
150,1010.2807971014494,846.9140624999998
151,1012.9800724637682,845.1715353260868
152,1015.7608695652176,842.5027173913041
153,1019.4746376811596,839.1827445652173
154,1024.2934782608697,836.5414402173911
155,1028.7258454106282,834.0468749999999
156,1032.3369565217392,831.8824728260869
157,1035.1268115942032,829.8281249999999
158,1037.735507246377,828.0672554347824
159,1040.0543478260872,826.306385869565
160,1042.1618357487926,824.7717391304348
161,1044.0579710144928,823.4633152173913
162,1045.2173913043478,823.0597826086955
163,1045.9057971014493,823.6283967391303
164,1046.1231884057972,825.1691576086955
165,1045.8333333333333,827.773777173913
166,1045.0996376811593,830.0757472826086
167,1042.9076086956522,831.2313179347825
168,1040.126811594203,832.3043478260869
169,1036.286231884058,833.6616847826086
170,1032.445652173913,834.7989130434783
171,1028.6775362318842,835.679347826087
172,1025.163043478261,836.3763586956522
173,1022.3731884057972,836.9633152173914
174,1019.3297101449276,837.476902173913
175,1016.4673913043481,837.9721467391306
176,1013.8224637681162,838.5957880434785
177,1014.039855072464,838.5957880434784
178,1011.43115942029,839.1460597826087
179,1009.2572463768116,839.476222826087
180,1007.4456521739131,839.8430706521739
181,1005.8876811594205,840.2466032608695
182,1004.6195652173914,840.3933423913044
183,1003.822463768116,840.5767663043479
184,1003.6050724637681,840.686820652174
185,1004.2934782608695,840.686820652174
186,1005.2717391304348,840.6501358695654
187,1006.5881642512077,840.5645380434783
188,1009.4746376811594,840.4667119565217
189,1012.373188405797,840.3566576086956
190,1015.2536231884056,840.0815217391304
191,1018.478260869565,839.4945652173913
192,1021.3405797101448,839.2744565217391
193,1025.3260869565217,839.0910326086957
194,1028.1884057971013,838.8709239130435
195,1031.8840579710145,839.7146739130435
196,1035.7608695652175,840.5584239130435
197,1039.891304347826,841.3288043478261
198,1044.2753623188407,841.9891304347826
199,1048.876811594203,842.429347826087
200,1053.4299516908213,842.7472826086957
201,1057.934782608696,842.9429347826089
202,1062.4094202898552,843.0713315217392
203,1066.8538647342996,843.1324728260871
204,1071.268115942029,843.0896739130436
205,1075.6884057971015,842.9062500000001
206,1079.7644927536232,842.7778532608696
207,1083.4963768115942,842.7044836956522
208,1087.554347826087,838.1188858695654
209,1090.3804347826087,838.0822010869566
210,1093.858695652174,837.5319293478261
211,1097.554347826087,836.4680706521739
212,1100.6340579710145,835.844429347826
213,1101.7210144927535,835.9177989130434
214,1103.4057971014493,835.8811141304348
215,1105.6159420289855,835.7710597826085
216,1107.6811594202898,835.7710597826084
217,1109.7101449275362,835.8444293478258
218,1111.413043478261,835.8444293478258
219,1113.2246376811595,831.8091032608693
220,1115.217391304348,828.0672554347823
221,1117.3550724637685,824.728940217391
222,1119.7826086956525,821.7574728260868
223,1122.1014492753627,819.3729619565216
224,1124.4202898550727,817.2269021739129
225,1126.739130434783,815.392663043478
226,1128.8405797101452,813.8885869565215
227,1129.7101449275362,815.6494565217391
228,1130.3079710144928,817.1351902173913
229,1130.6340579710145,818.3091032608696
230,1129.2934782608693,818.5658967391305
231,1127.7355072463768,818.8226902173914
232,1126.0326086956522,818.7860054347826
233,1124.1485507246377,818.4558423913044
234,1121.7210144927537,817.8688858695651
235,1119.6195652173915,817.1718749999999
236,1117.771739130435,816.2547554347825
237,1116.3949275362322,815.1908967391304
238,1114.8369565217397,814.2004076086956
239,1114.0398550724644,812.953125
240,1113.5326086956525,811.6324728260869
241,1113.4239130434785,810.2751358695652
242,1113.30615942029,809.7707201086956
243,1113.1431159420292,810.0458559782608
244,1112.9347826086957,811.210597826087
245,1112.753623188406,813.2282608695652
246,1112.3913043478262,814.7690217391306
247,1111.8478260869567,816.0163043478262
248,1111.5942028985507,816.7500000000001
249,1111.6304347826087,817.2269021739131
250,1111.8840579710145,817.4470108695652
